concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
32109	Clinic-Outpatient Rehab Facility (ORF) @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		744	19700101	20991231	
32110	Clinic-Outpatient Rehab Facility (ORF) @ Late Charges Only	Visit	UB04 Typ bill	Visit		745	19700101	20991231	
32111	Clinic-Outpatient Rehab Facility (ORF) @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		747	19700101	20991231	
32112	Clinic-Outpatient Rehab Facility (ORF) @ Void / Cancel of Prior claim (a)	Visit	UB04 Typ bill	Visit		748	19700101	20991231	
32113	Clinic-Outpatient Rehab Facility (ORF) @ Final Claim for a Home Health PPS Episode	Visit	UB04 Typ bill	Visit		749	19700101	20991231	
32114	Clinic-Outpatient Rehab Facility (ORF) @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		74G	19700101	20991231	
32115	Clinic-Outpatient Rehab Facility (ORF) @ Intermediary Adjustment Claim (Other than QIO or Provider)	Visit	UB04 Typ bill	Visit		74I	19700101	20991231	
32267	Clinic-Comprehensive Outpatient Rehab (CORF)	Visit	UB04 Typ bill	Visit		75	19700101	20991231	
32116	Clinic-Comprehensive Outpatient Rehab (CORF) @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		751	19700101	20991231	
32117	Clinic-Comprehensive Outpatient Rehab (CORF) @ Interim-first claim	Visit	UB04 Typ bill	Visit		752	19700101	20991231	
32118	Clinic-Comprehensive Outpatient Rehab (CORF) @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		753	19700101	20991231	
32119	Clinic-Comprehensive Outpatient Rehab (CORF) @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		754	19700101	20991231	
32120	Clinic-Comprehensive Outpatient Rehab (CORF) @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		757	19700101	20991231	
32121	Clinic-Comprehensive Outpatient Rehab (CORF) @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		75G	19700101	20991231	
32122	Clinic-Comprehensive Outpatient Rehab (CORF) @ Intermediary Adjustment Claim (Other than QIO or Provider)	Visit	UB04 Typ bill	Visit		75I	19700101	20991231	
32268	Clinic-Community Mental Health Center	Visit	UB04 Typ bill	Visit		76	19700101	20991231	
32123	Clinic-Community Mental Health Center @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		760	19700101	20991231	
32124	Clinic-Community Mental Health Center @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		761	19700101	20991231	
32125	Clinic-Community Mental Health Center @ Interim-first claim	Visit	UB04 Typ bill	Visit		762	19700101	20991231	
32126	Clinic-Community Mental Health Center @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		763	19700101	20991231	
32127	Clinic-Community Mental Health Center @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		764	19700101	20991231	
32128	Clinic-Community Mental Health Center @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		767	19700101	20991231	
32129	Clinic-Community Mental Health Center @ Final Claim for a Home Health PPS Episode	Visit	UB04 Typ bill	Visit		769	19700101	20991231	
32269	Clinic-Federally Qualified Health Center (FQHC)	Visit	UB04 Typ bill	Visit		77	19700101	20991231	
32130	Clinic-Federally Qualified Health Center (FQHC) @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		771	19700101	20991231	
32131	Clinic-Federally Qualified Health Center (FQHC) @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		773	19700101	20991231	
32132	Clinic-Federally Qualified Health Center (FQHC) @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		777	19700101	20991231	
32133	Clinic-Federally Qualified Health Center (FQHC) @ Void / Cancel of Prior claim (a)	Visit	UB04 Typ bill	Visit		778	19700101	20991231	
32134	Clinic-Federally Qualified Health Center (FQHC) @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		77G	19700101	20991231	
32270	Licensed Freestanding Emergency Medical Facility	Visit	UB04 Typ bill	Visit		78	19700101	20991231	
32135	Licensed Freestanding Emergency Medical Facility @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		781	19700101	20991231	
32271	Clinic-Other	Visit	UB04 Typ bill	Visit		79	19700101	20991231	
32136	Clinic-Other @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		790	19700101	20991231	
32137	Clinic-Other @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		791	19700101	20991231	
32138	Clinic-Other @ Interim-first claim	Visit	UB04 Typ bill	Visit		792	19700101	20991231	
32139	Clinic-Other @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		793	19700101	20991231	
32140	Clinic-Other @ Late Charges Only	Visit	UB04 Typ bill	Visit		795	19700101	20991231	
32141	Clinic-Other @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		797	19700101	20991231	
32286	Void/ Cancel of Prior claim (a)	Observation	UB04 Typ bill	Observation		8	19700101	20991231	
32272	Hospice (non-hospital based)	Visit	UB04 Typ bill	Visit		81	19700101	20991231	
32142	Hospice (non-hospital based) @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		811	19700101	20991231	
32143	Hospice (non-hospital based) @ Interim-first claim	Visit	UB04 Typ bill	Visit		812	19700101	20991231	
32144	Hospice (non-hospital based) @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		813	19700101	20991231	
32145	Hospice (non-hospital based) @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		814	19700101	20991231	
32146	Hospice (non-hospital based) @ Late Charges Only	Visit	UB04 Typ bill	Visit		815	19700101	20991231	
32147	Hospice (non-hospital based) @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		817	19700101	20991231	
32148	Hospice (non-hospital based) @ Hospice / CMS Coord Care / Religious NonMed / Cent of ExcellenceDemonstration	Visit	UB04 Typ bill	Visit		81B	19700101	20991231	
32273	Hospice (hospital based)	Visit	UB04 Typ bill	Visit		82	19700101	20991231	
32149	Hospice (hospital based) @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		821	19700101	20991231	
32150	Hospice (hospital based) @ Interim-first claim	Visit	UB04 Typ bill	Visit		822	19700101	20991231	
32151	Hospice (hospital based) @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		823	19700101	20991231	
32152	Hospice (hospital based) @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		824	19700101	20991231	
32153	Hospice (hospital based) @ Late Charges Only	Visit	UB04 Typ bill	Visit		825	19700101	20991231	
32154	Hospice (hospital based) @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		827	19700101	20991231	
32274	Ambulatory Surgery Center	Visit	UB04 Typ bill	Visit		83	19700101	20991231	
32155	Ambulatory Surgery Center @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		830	19700101	20991231	
32156	Ambulatory Surgery Center @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		831	19700101	20991231	
32157	Ambulatory Surgery Center @ Interim-first claim	Visit	UB04 Typ bill	Visit		832	19700101	20991231	
32158	Ambulatory Surgery Center @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		833	19700101	20991231	
32159	Ambulatory Surgery Center @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		834	19700101	20991231	
32160	Ambulatory Surgery Center @ Late Charges Only	Visit	UB04 Typ bill	Visit		835	19700101	20991231	
32161	Ambulatory Surgery Center @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		837	19700101	20991231	
32162	Ambulatory Surgery Center @ Void / Cancel of Prior claim (a)	Visit	UB04 Typ bill	Visit		838	19700101	20991231	
32275	Freestanding Birthing Center	Visit	UB04 Typ bill	Visit		84	19700101	20991231	
32163	Freestanding Birthing Center @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		841	19700101	20991231	
32276	Critical Access Hospital	Visit	UB04 Typ bill	Visit	S	85	19700101	20991231	
32164	Critical Access Hospital @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		850	19700101	20991231	
32165	Critical Access Hospital @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		851	19700101	20991231	
32166	Critical Access Hospital @ Interim-first claim	Visit	UB04 Typ bill	Visit		852	19700101	20991231	
32167	Critical Access Hospital @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		853	19700101	20991231	
32168	Critical Access Hospital @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		854	19700101	20991231	
32169	Critical Access Hospital @ Late Charges Only	Visit	UB04 Typ bill	Visit		855	19700101	20991231	
32170	Critical Access Hospital @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		857	19700101	20991231	
32171	Critical Access Hospital @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		85G	19700101	20991231	
32172	Critical Access Hospital @ Intermediary Adjustment Claim (Other than QIO or Provider)	Visit	UB04 Typ bill	Visit		85I	19700101	20991231	
32277	Residential Facility	Visit	UB04 Typ bill	Visit		86	19700101	20991231	
32173	Residential Facility @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		860	19700101	20991231	
32174	Residential Facility @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		861	19700101	20991231	
32175	Residential Facility @ Interim-first claim	Visit	UB04 Typ bill	Visit		862	19700101	20991231	
32176	Residential Facility @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		863	19700101	20991231	
32177	Residential Facility @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		864	19700101	20991231	
32178	Residential Facility @ Late Charges Only	Visit	UB04 Typ bill	Visit		865	19700101	20991231	
32179	Residential Facility @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		867	19700101	20991231	
32180	Residential Facility @ Void / Cancel of Prior claim (a)	Visit	UB04 Typ bill	Visit		868	19700101	20991231	
32181	Residential Facility @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		86G	19700101	20991231	
32182	Residential Facility @ Intermediary Adjustment Claim (Other than QIO or Provider)	Visit	UB04 Typ bill	Visit		86I	19700101	20991231	
32183	Residential Facility @ Void / Cance a Prior Abreviated Encounter Submission	Visit	UB04 Typ bill	Visit		86X	19700101	20991231	
32184	Residential Facility @ Replacement of Prior Abbreviated Encounter Submission	Visit	UB04 Typ bill	Visit		86Y	19700101	20991231	
32278	Special Facility-Other	Visit	UB04 Typ bill	Visit		89	19700101	20991231	
32185	Special Facility - Other @ Non-Payment / Zero	Visit	UB04 Typ bill	Visit		890	19700101	20991231	
32186	Special Facility - Other @ Admit through Discharge Claim	Visit	UB04 Typ bill	Visit		891	19700101	20991231	
32187	Special Facility - Other @ Interim-first claim	Visit	UB04 Typ bill	Visit		892	19700101	20991231	
32188	Special Facility - Other @ Interim-Cont claim (b)	Visit	UB04 Typ bill	Visit		893	19700101	20991231	
32189	Special Facility - Other @ Interim-last claim (b)	Visit	UB04 Typ bill	Visit		894	19700101	20991231	
32190	Special Facility - Other @ Late Charges Only	Visit	UB04 Typ bill	Visit		895	19700101	20991231	
32191	Special Facility - Other @ Replacement of Prior Claim	Visit	UB04 Typ bill	Visit		897	19700101	20991231	
32192	Special Facility - Other @ Void / Cancel of Prior claim (a)	Visit	UB04 Typ bill	Visit		898	19700101	20991231	
32397	Special Facility - Other @ CWF Initiated Adjustment Claim	Visit	UB04 Typ bill	Visit		89G	19700101	20991231	
32398	Special Facility - Other @ Intermediary Adjustment Claim (Other than QIO or Provider)	Visit	UB04 Typ bill	Visit		89I	19700101	20991231	
32399	Special Facility - Other @ Void / Cance a Prior Abreviated Encounter Submission	Visit	UB04 Typ bill	Visit		89X	19700101	20991231	
32400	Special Facility - Other @ Replacement of Prior Abbreviated Encounter Submission	Visit	UB04 Typ bill	Visit		89Y	19700101	20991231	
32287	Final Claim for a Home Health PPS Episode	Visit	UB04 Typ bill	Visit		9	19700101	20991231	
32288	Admission/Election Notice	Observation	UB04 Typ bill	Observation		A	19700101	20991231	
32289	Hospice / CMS Coord Care / Religious NonMed / Cent of ExcellenceDemonstration	Visit	UB04 Typ bill	Visit		B	19700101	20991231	
32290	Void/Cancel Hospice/CMS Coor Care/Non-med Religious/Cent for Excellence	Observation	UB04 Typ bill	Observation		D	19700101	20991231	
32291	CWF Initiated Adjustment Claim	Observation	UB04 Typ bill	Observation		G	19700101	20991231	
32292	CMS Initiated Adjustment	Observation	UB04 Typ bill	Observation		H	19700101	20991231	
32293	Intermediary Adjustment Claim (Other than QIO or Provider)	Observation	UB04 Typ bill	Observation		I	19700101	20991231	
32294	Initiated Adjustment Claim-other	Observation	UB04 Typ bill	Observation		J	19700101	20991231	
32295	OIG Initiated Adjustment Claim	Observation	UB04 Typ bill	Observation		K	19700101	20991231	
32296	MSP Initiated Adjustment Claim	Observation	UB04 Typ bill	Observation		M	19700101	20991231	
32297	Void/Cance a Prior Abreviated Encounter Submission	Observation	UB04 Typ bill	Observation		X	19700101	20991231	
32298	Replacement of Prior Abbreviated Encounter Submission	Observation	UB04 Typ bill	Observation		Y	19700101	20991231	
8554	percent	Unit	UCUM	Unit	S	%	19700101	20991231	
9211	minute	Unit	UCUM	Unit	S	'	19700101	20991231	
9212	second	Unit	UCUM	Unit	S	''	19700101	20991231	
8524	times	Unit	UCUM	Unit	S	.	19700101	20991231	
9215	percent 0 to 3 hours	Unit	UCUM	Unit	S	%{0'to3'hours}	19700101	20991231	
32912	Generic unit for indivisible thing	Unit	UCUM	Unit	S	1	19700101	20991231	
9433	number ten	Unit	UCUM	Unit	S	10*	19700101	20991231	
9447	the number ten	Unit	UCUM	Unit	S	10^	19700101	20991231	
9243	per hundred	Unit	UCUM	Unit	S	/100	19700101	20991231	
9244	per 100 spermatozoa	Unit	UCUM	Unit	S	/100.{sperm}	19700101	20991231	
9213	Percent Per 100 WBC [Number Fraction Units]	Unit	UCUM	Unit		%/100{WBC}	19700101	20140103	U
9032	per 100 white blood cells	Unit	UCUM	Unit	S	/100.{WBC}	19700101	20991231	
9238	per ten billion	Unit	UCUM	Unit	S	/10*10	19700101	20991231	
9239	per trillion	Unit	UCUM	Unit	S	/10*12	19700101	20991231	
710260	trillion	Unit	UCUM	Unit	S	10*12	20220506	20991231	
44777575	trillion cells per liter	Unit	UCUM	Unit	S	10*12.{cells}/L	19700101	20991231	
32708	trillion copies per milliliter	Unit	UCUM	Unit	S	10*12.{copies}/mL	19700101	20991231	
8734	trillion per liter	Unit	UCUM	Unit	S	10*12/L	19700101	20991231	
710261	trillion per milliliter	Unit	UCUM	Unit	S	10*12/mL	20220506	20991231	
9240	per trillion red blood cells	Unit	UCUM	Unit	S	/10*12.{RBC}	19700101	20991231	
710257	hundred	Unit	UCUM	Unit	S	10*2	20220506	20991231	
8566	thousand	Unit	UCUM	Unit	S	10*3	19700101	20991231	
720846	kiloarbitary unit per liter	Unit	UCUM	Unit	S	10*3[arb'U]/L	20220407	20991231	
44777580	thousand cells per liter	Unit	UCUM	Unit	S	10*3.{cells}/L	19700101	20991231	
44777581	thousand copies per liter	Unit	UCUM	Unit	S	10*3.{copies}/L	19700101	20991231	
9437	thousand copies per milliliter	Unit	UCUM	Unit	S	10*3.{copies}/mL	19700101	20991231	
9551	milliequivalent	Unit	UCUM	Unit	S	10*-3.eq	19700101	20991231	
44777582	milliequivalent per 24 hours	Unit	UCUM	Unit	S	10*-3.eq/(24.h)	19700101	20991231	
9553	milliequivalent per deciliter	Unit	UCUM	Unit	S	10*-3.eq/dL	19700101	20991231	
9554	milliequivalent per gram	Unit	UCUM	Unit	S	10*-3.eq/g	19700101	20991231	
9555	milliequivalent per gram of creatinine	Unit	UCUM	Unit	S	10*-3.eq/g{creat}	19700101	20991231	
9556	milliequivalent per kilogram	Unit	UCUM	Unit	S	10*-3.eq/kg	19700101	20991231	
9557	milliequivalent per liter	Unit	UCUM	Unit	S	10*-3.eq/L	19700101	20991231	
9558	milliequivalent per square meter	Unit	UCUM	Unit	S	10*-3.eq/m2	19700101	20991231	
710205	milliequivalent per minute	Unit	UCUM	Unit	S	10*-3.eq/min	20220506	20991231	
9559	milliequivalent per milliliter	Unit	UCUM	Unit	S	10*-3.eq/mL	19700101	20991231	
9552	milliequivalent per specimen	Unit	UCUM	Unit	S	10*-3.eq/{spec}	19700101	20991231	
44777577	milli-international unit	Unit	UCUM	Unit	S	10*-3.[iU]	19700101	20991231	
710210	kilo-international unit	Unit	UCUM	Unit	S	10*3.[iU]	20220506	20991231	
710211	milli-international unit per kilogram	Unit	UCUM	Unit	S	10*-3.[iU]/kg	20220506	20991231	
9040	milli-international unit per liter	Unit	UCUM	Unit	S	10*-3.[iU]/L	19700101	20991231	
9058	kilo-international unit per liter	Unit	UCUM	Unit	S	10*3.[iU]/L	19700101	20991231	
9550	milli-international unit per milliliter	Unit	UCUM	Unit	S	10*-3.[iU]/mL	19700101	20991231	
9525	kilo-international unit per milliliter	Unit	UCUM	Unit	S	10*3.[iU]/mL	19700101	20991231	
9435	thousand per liter	Unit	UCUM	Unit	S	10*3/L	19700101	20991231	
9436	thousand per milliliter	Unit	UCUM	Unit	S	10*3/mL	19700101	20991231	
8961	thousand per cubic millimeter	Unit	UCUM	Unit	S	10*3/mm3	19700101	20991231	
8978	Thousand per cubic millimeter4	Unit	UCUM	Unit		10*3/mm4	19700101	20140103	U
44777576	thousand red blood cells	Unit	UCUM	Unit	S	10*3(rbc)	19700101	20991231	
9434	thousand red blood cells	Unit	UCUM	Unit	S	10*3.{RBC}	19700101	20991231	
710256	kilounit	Unit	UCUM	Unit	S	10*3.[U]	20220506	20991231	
44777579	thousand allergen-specific IgE antibody units per liter	Unit	UCUM	Unit	S	10*3.[UA]/L	19700101	20991231	
9594	milliunit per gram	Unit	UCUM	Unit	S	10*-3.[U]/g	19700101	20991231	
9538	kilounit per gram	Unit	UCUM	Unit	S	10*3.[U]/g	19700101	20991231	
9595	milliunit per gram of hemoglobin	Unit	UCUM	Unit	S	10*-3.[U]/g{HGB}	19700101	20991231	
8938	thousandth per microliter	Unit	UCUM	Unit	S	10*-3/uL	19700101	20991231	
8848	thousand per microliter	Unit	UCUM	Unit	S	10*3/uL	19700101	20991231	
44777578	milliunit per liter	Unit	UCUM	Unit	S	10*-3.[U]/L	19700101	20991231	
8810	kilounit per liter	Unit	UCUM	Unit	S	10*3.[U]/L	19700101	20991231	
8924	kilounit per liter class	Unit	UCUM	Unit	S	10*3.[U]/L{class}	19700101	20991231	
9596	milliunit per milligram	Unit	UCUM	Unit	S	10*-3.[U]/mg	19700101	20991231	
9597	milliunit per milligram of creatinine	Unit	UCUM	Unit	S	10*-3.[U]/mg{creat}	19700101	20991231	
8719	milliunit per milliliter	Unit	UCUM	Unit	S	10*-3.[U]/mL	19700101	20991231	
710258	ten thousand	Unit	UCUM	Unit	S	10*4	20220506	20991231	
32706	ten thousand per microliter	Unit	UCUM	Unit	S	10*4/uL	19700101	20991231	
9438	hundred thousand	Unit	UCUM	Unit	S	10*5	19700101	20991231	
9241	per million	Unit	UCUM	Unit	S	/10*6	19700101	20991231	
8549	million	Unit	UCUM	Unit	S	10*6	19700101	20991231	
44777586	million cells per liter	Unit	UCUM	Unit	S	10*6.{cells}/L	19700101	20991231	
44777587	million copies per liter	Unit	UCUM	Unit	S	10*6.{copies}/L	19700101	20991231	
32709	million copies per milliliter	Unit	UCUM	Unit	S	10*6.{copies}/mL	19700101	20991231	
9653	microequivalent	Unit	UCUM	Unit	S	10*-6.eq	19700101	20991231	
8928	microequivalent per 24 hours	Unit	UCUM	Unit	S	10*-6.eq/(24.h)	19700101	20991231	
8929	microequivalent per kilogram	Unit	UCUM	Unit	S	10*-6.eq/kg	19700101	20991231	
8875	microequivalent per liter	Unit	UCUM	Unit	S	10*-6.eq/L	19700101	20991231	
9654	microequivalent per milliliter	Unit	UCUM	Unit	S	10*-6.eq/mL	19700101	20991231	
9440	megaequivalent per milliliter	Unit	UCUM	Unit	S	10*6.eq/mL	19700101	20991231	
9652	micro-international unit	Unit	UCUM	Unit	S	10*-6.[iU]	19700101	20991231	
9439	mega-international unit	Unit	UCUM	Unit		10*6.[iU]	19700101	20160311	D
44777583	micro-international unit per liter	Unit	UCUM	Unit	S	10*-6.[iU]/L	19700101	20991231	
9093	micro-international unit per milliliter	Unit	UCUM	Unit	S	10*-6.[iU]/mL	19700101	20991231	
720842	million per kilogram	Unit	UCUM	Unit	S	10*6/kg	20220407	20991231	
9442	million per liter	Unit	UCUM	Unit	S	10*6/L	19700101	20991231	
8816	million per milliliter	Unit	UCUM	Unit	S	10*6/mL	19700101	20991231	
8931	million per cubic millimeter	Unit	UCUM	Unit	S	10*6/mm3	19700101	20991231	
9441	million per specimen	Unit	UCUM	Unit	S	10*6/{spec}	19700101	20991231	
9689	Million unit	Unit	UCUM	Unit	S	10*6.[U]	19700101	20991231	
44777585	million allergen-specific IgE antibody units per liter	Unit	UCUM	Unit	S	10*6.[UA]/L	19700101	20991231	
9016	microunit per gram of hemoglobin	Unit	UCUM	Unit	S	10*-6.[U]/g{HGB}	19700101	20991231	
8815	million per microliter	Unit	UCUM	Unit	S	10*6/uL	19700101	20991231	
8750	microunit per liter	Unit	UCUM	Unit	S	10*-6.[U]/L	19700101	20991231	
9163	microunit per liter of thyroid stimulationg hormone (TSH)	Unit	UCUM	Unit	S	10*-6.[U]/L{TSH}	19700101	20991231	
8860	microunit per milliliter	Unit	UCUM	Unit	S	10*-6.[U]/mL	19700101	20991231	
45890995	Million unit per milliliter	Unit	UCUM	Unit	S	10*6.[U]/mL	19700101	20991231	
44777584	microunit per specimen	Unit	UCUM	Unit	S	10*-6.[U]/{spec}	19700101	20991231	
710259	ten million	Unit	UCUM	Unit	S	10*7	20220506	20991231	
9443	hundred million	Unit	UCUM	Unit	S	10*8	19700101	20991231	
9242	per billion	Unit	UCUM	Unit	S	/10*9	19700101	20991231	
44777660	billion	Unit	UCUM	Unit	S	10*9	19700101	20991231	
44777588	billion cells per liter	Unit	UCUM	Unit	S	10*9.{cellls}/L	19700101	20991231	
44777589	billion copies per liter	Unit	UCUM	Unit	S	10*9.{copies}/L	19700101	20991231	
9444	billion per liter	Unit	UCUM	Unit	S	10*9/L	19700101	20991231	
9445	billion per milliliter	Unit	UCUM	Unit	S	10*9/mL	19700101	20991231	
9446	billion per microliter	Unit	UCUM	Unit	S	10*9/uL	19700101	20991231	
44777556	per 24 hours	Unit	UCUM	Unit	S	/(24.h)	19700101	20991231	
44777661	trimester	Unit	UCUM	Unit	S	3.mo	19700101	20991231	
9258	Invalid UCUM Concept, do not use	Unit	UCUM	Unit		9258	19700101	20220505	D
9259	Invalid UCUM Concept, do not use	Unit	UCUM	Unit		9259	19700101	20220505	D
9448	year	Unit	UCUM	Unit	S	a	19700101	20991231	
8543	ampere	Unit	UCUM	Unit	S	A	19700101	20991231	
9216	percent abnormal	Unit	UCUM	Unit	S	%{abnormal}	19700101	20991231	
33049	acre (British)	Unit	UCUM	Unit	S	[acr_br]	19700101	20991231	
33050	acre (US)	Unit	UCUM	Unit	S	[acr_us]	19700101	20991231	
8687	percent activity	Unit	UCUM	Unit	S	%{activity}	19700101	20991231	
8567	activity	Unit	UCUM	Unit		{activity}	19700101	20140103	U
45744809	Actuation	Unit	UCUM	Unit	S	{actuat}	19700101	20991231	
9449	mean gregorian year	Unit	UCUM	Unit	S	a_g	19700101	20991231	
32695	attogram per cell	Unit	UCUM	Unit	S	ag/{cell}	19700101	20991231	
9422	AHG-equivalent per milliliter	Unit	UCUM	Unit	S	{AHG}eq/mL	19700101	20991231	
8478	avidity index	Unit	UCUM	Unit	S	{ai}	19700101	20991231	
9450	mean julian year	Unit	UCUM	Unit	S	a_j	19700101	20991231	
710192	attokatal	Unit	UCUM	Unit	S	akat	20220506	20991231	
710235	alcohol unit	Unit	UCUM	Unit	S	[alcohol'U]	20220506	20991231	
710236	alcohol unit per 24 hours	Unit	UCUM	Unit	S	[alcohol'U]/(24.h)	20220506	20991231	
710237	alcohol unit per week	Unit	UCUM	Unit	S	[alcohol'U]/w	20220506	20991231	
710189	attomole	Unit	UCUM	Unit	S	amol	20220506	20991231	
9452	Angstrom	Unit	UCUM	Unit	S	Ang	19700101	20991231	
9099	IgA phospholipid unit	Unit	UCUM	Unit	S	[APL'U]	19700101	20991231	
9156	IgA phospholipid unit per milliliter	Unit	UCUM	Unit	S	[APL'U]/mL	19700101	20991231	
45891000	application	Unit	UCUM	Unit	S	[App]	19700101	20991231	
8542	anti-phosphatidylserine IgA concentration (APS) unit	Unit	UCUM	Unit	S	[APS'U]	19700101	20991231	
8823	anti-phosphatidylserine IgA concentration (APS) unit per milliter	Unit	UCUM	Unit	S	[APS'U]/mL	19700101	20991231	
9453	are	Unit	UCUM	Unit	S	ar	19700101	20991231	
9235	per arbitrary unit	Unit	UCUM	Unit	S	/[arb'U]	19700101	20991231	
9260	arbitrary unit	Unit	UCUM	Unit	S	[arb'U]	19700101	20991231	
44777561	arbitrary unit per liter	Unit	UCUM	Unit	S	[arb'U]/L	19700101	20991231	
8980	arbitrary unit per milliliter	Unit	UCUM	Unit	S	[arb'U]/mL	19700101	20991231	
9451	tropical year	Unit	UCUM	Unit	S	a_t	19700101	20991231	
8800	percent at 60 minutes	Unit	UCUM	Unit	S	%{at'60'min}	19700101	20991231	
9454	standard atmosphere	Unit	UCUM	Unit	S	atm	19700101	20991231	
9455	technical atmosphere	Unit	UCUM	Unit	S	att	19700101	20991231	
45744811	allergenic unit	Unit	UCUM	Unit	S	{AU}	19700101	20991231	
8664	astronomic unit	Unit	UCUM	Unit		AU	19700101	20140103	U
9456	barn	Unit	UCUM	Unit	S	b	19700101	20991231	
9457	bel	Unit	UCUM	Unit	S	B	19700101	20991231	
45744815	bacteria	Unit	UCUM	Unit	S	{bacteria}	19700101	20991231	
9464	bar	Unit	UCUM	Unit	S	bar	19700101	20991231	
9217	percent basal activity	Unit	UCUM	Unit	S	%{basal'activity}	19700101	20991231	
8688	percent baseline	Unit	UCUM	Unit	S	%{baseline}	19700101	20991231	
8568	baseline	Unit	UCUM	Unit	S	{baseline}	19700101	20991231	
45744810	bioequivalent allergenic unit	Unit	UCUM	Unit	S	{BAU}	19700101	20991231	
9261	barrel	Unit	UCUM	Unit	S	[bbl_us]	19700101	20991231	
9682	bone collagen equivalent per millimole of creatinine	Unit	UCUM	Unit	S	{BColl}eq/mmol{creat}	19700101	20991231	
9683	bone collagen equivalent per micromole of creatinine	Unit	UCUM	Unit	S	{BColl}eq/umol{creat}	19700101	20991231	
9465	baud	Unit	UCUM	Unit	S	Bd	19700101	20991231	
9262	Bodansky unit	Unit	UCUM	Unit	S	[bdsk'U]	19700101	20991231	
9161	Bethesda unit	Unit	UCUM	Unit	S	[beth'U]	19700101	20991231	
44777562	Bethesda unit per milliliter	Unit	UCUM	Unit	S	[beth'U]/mL	19700101	20991231	
9263	board foot	Unit	UCUM	Unit	S	[bf_i]	19700101	20991231	
9466	biot	Unit	UCUM	Unit	S	Bi	19700101	20991231	
9218	percent binding	Unit	UCUM	Unit	S	%{binding}	19700101	20991231	
9467	bit	Unit	UCUM	Unit	S	bit	19700101	20991231	
9468	bit [amount of information]	Unit	UCUM	Unit		bit_s	19700101	20140103	U
9458	bel kilowatt	Unit	UCUM	Unit	S	B[kW]	19700101	20991231	
9219	percent blockade	Unit	UCUM	Unit	S	%{blockade}	19700101	20991231	
9459	bel millivolt	Unit	UCUM	Unit	S	B[mV]	19700101	20991231	
9220	percent bound	Unit	UCUM	Unit	S	%{bound}	19700101	20991231	
9469	becquerel	Unit	UCUM	Unit	S	Bq	19700101	20991231	
9460	bel sound pressure	Unit	UCUM	Unit	S	B[SPL]	19700101	20991231	
